stasjonsnr,Stasjonsnavn,Måleparameter,Versjon,Målested,Stasjontype,Status (i drift/nedlagt),Målestart (dato),Data kontrollert fra (dato),Data kontrollert til (dato),Evt. nedlagt (dato),Normal årsavrenning (l/s km2),Totalt feltareal (km2),"Bratthet (1085-gradient, m/km)",Myrprosent,Effektiv sjøprosent,Jordbruksprosent,Skogprosent,Innsjøprosent,Snaufjellprosent,Urbantareal prosent,Breprosent,Elvegradient (m/km),Elvelengde (km),Elvenavnhierarki,Elvetetthet (m/km),Vassdragsomr. nr.,Vassdragsomr. navn,Reguleringsgrad areal,"Reguleringsgrad mag,",Måleparameter kode,Høyde 10 persentil (m),Høyde 90 persentil (m),Medianhøyde (m),Høyeste punkt (m),Laveste punkt (m),Høyde over havet (m),ObjektID
311.460.0,Engeren,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,30317.583333333332,1983-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,394.83,5.57,13.09,2.94,0.97,50.6,4.05,28.89,0.02,0,8.66,46.68,Engera/Trysilelva,1252.92,311,Vanern-gøta elv's sidenedbørfelt klaraelven,0.2,0,1001,643,1027,887,1208,472,472,18051
101.1.0,Engsetvatn,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,8709.5833333333339,1923-11-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,39.909999999999997,10.61,1.58,11.04,6.12,61.54,11.25,11.47,0.04,0,12.78,11.82,Tennfjordelva,1115.6099999999999,101,Ålesund og omegn,0,0,1001,43,478,218,742,43,46,12980
2.415.0,Espedalsvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,27760.583333333332,1976-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,94.42,0,4.55,4.8600000000000003,0.56999999999999995,41.29,7.89,40.159999999999997,0,0,6.37,13.51,Espa/Vinstra/Vorma-Lågen/Glommavassdraget,1179.71,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,771,1263,1086,1457,722,720,1223
83.10.0,Espelandsvatn,Vannføring,1,Innsjø,"Privat, ikke pålagt",I drift,34200.583333333336,1993-08-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,20.48,13.26,7.86,4.24,5.24,46.59,9.07,21.8,0,0,24.47,8.75,Åmotselva/Gaularvassdraget,1593.73,083,Gaularvassdraget/Dalsfjorden,0,0,1001,262,619,436,811,197,210,12169
12.70.0,Etna,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,7070.583333333333,1919-05-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,568.53,11.54,17.84,0.3,1.44,49.28,4.66,12.02,0,0,12.29,61.34,Randselva/Drammensvassdraget,1244.3800000000001,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,797,1097,963,1681,397,400,4028
311.4.0,Femundsenden (Femunden),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,-1458.4166666666667,NA,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1794.03,1.24,6.44,11.85,0.44,35.65,18.63,26.51,0,0,1.89,102.33,Trysilelva,869.69,311,Vanern-gøta elv's sidenedbørfelt klaraelven,0,0,1001,661,1035,818,1456,660,662,17993
97.1.0,Fetvatn (Fitjavatnet),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,17023.583333333332,1946-08-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,89.05,33.590000000000003,0.61,1.54,4.42,36.950000000000003,2.29,48.4,0.09,3.2,43.87,17.78,Velledalselva,1332.49,097,"Storfjorden sør, Hjørundfjorden og Sykkylvsfjorden",0,0,1001,115,1207,646,1586,2,5,12868
12.193.0,Fiskum,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,27950.583333333332,1976-07-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,51.54,13.36,2.97,0.11,4.45,87.56,1.35,0,0.15,0,19.77,21.96,Fiskumelva/Vestfosselva/Drammensvassdraget,1405.72,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,183,503,310,651,81,90,4382
63.12.0,Fjellanger,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,34676.583333333336,1994-12-08T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,12.83,73.489999999999995,0.48,0.92,0.74,8.34,5.13,83.29,0,0,68.33,8.7799999999999994,Fagerdalselvi/Eksingedalsvassdraget,2404.38,063,Eksingedalsvassdraget/Eidsfjorden,0,0,1001,734,1113,945,1205,391,400,10401
20.3.0,Flakksvann,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,-76.416666666666671,NA,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Tovdalsvassdraget,Ikke angitt,020,Tovdalsvassdraget/Lillesand kommune,0.54,0.05,1001,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,19,7516
157.4.0,Flostrand,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,23183.583333333332,1963-06-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,33.159999999999997,24.48,0.13,6.18,0.14000000000000001,12.37,6.5,66.290000000000006,0,0,38.75,9.86,Flostrandvatn-vassdraget,1741.86,157,Kyst Utskarpen-Nesna-Tonnes,0,0,1001,57,807,488,1115,0,0,15717
2.592.0,Fokstua,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,32317.583333333332,1988-06-23T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,26.54,53.06,0.96,0,0,0.73,0.01,98.01,0,0,52.29,11.68,Folla/Glommavassdraget,1338.88,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,1223,1598,1451,1712,988,990,1466
15.19.0,Fønnebøfjord,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,11324.583333333334,1968-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,687.31,14.7,5.55,0.73,1.24,21.1,6.92,61.13,0,0,12.47,60.31,Uvdalselvi/Numedalslågen,1732.14,015,Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen,1,0.48,1001,837,1309,1200,1482,457,462,5481
94.19.0,Førdselva v/Gjersdal bru,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,35956.583333333336,1998-06-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,76.16,28.94,2.27,2.82,2.61,40.36,5.77,47.07,0,0,40.119999999999997,18.8,Austefjordvassdraget,1563.85,094,"Stigedalselva/voldafjorden, Austefjord og Dalsfjorden",0.81,0.17,1001,195,1048,673,1481,20,22,12839
74.18.0,Fornabu,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,30274.583333333332,1982-11-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,53.13,61.87,0.87,0.15,0.46,27.35,2.6,61.06,0,0,63.61,13.77,Indre offerdalselvi,1619.62,074,Årdalsvassdraget/Årdalsfjorden,0,0,1001,714,1309,1094,1452,397,400,11196
156.15.0,Forsbakk,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,23182.583333333332,1963-06-20T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,56.3,38.97,2.84,0.03,7.0000000000000007E-2,32.99,2.2400000000000002,53.28,0,0.19,55.81,13.21,Straumdalselva,2958.88,156,Ranavassdraget/Ranafjorden nord,0,0,1001,243,895,478,1185,39,55,15441
142.1.0,Første Aunvatn,Vannføring,1,Se kommentar,Konsesjonspålagt stasjon,I drift,30223.583333333332,1982-09-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,87.29,49.21,0.47,1.66,0,10.62,5.95,72.959999999999994,0,0,41.02,20.399999999999999,Nordfolda/Kongsmoelva,1394.54,142,Indre Folda,0,0,1001,262,845,656,921,8,19,14961
2.461.0,Fossen,Vannføring,1,Kum,Forvaltningsstasjon,I drift,30785.583333333332,1984-04-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,224.98,13.77,2.25,0.94,2.2000000000000002,85.05,7.25,0.03,1.0900000000000001,0,13.57,33.979999999999997,Nitelva/Glommavassdraget,1870.11,002,Glommavassdraget/Hvaler og Singlefjorden,0.13,0.08,1001,258,608,465,702,131,130,1374
196.36.0,Fosshaug,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,22835.583333333332,1962-07-08T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1961.69,4.97,3.22,2.15,0.34,18.75,8.52,63.93,0,0.43,6.81,129.82,Barduelva/Målselvvassdraget,1446.1,196,Målselvvassdraget/Malangen,0.75,0.49,1001,548,1218,819,1654,66,68,16992
2.457.0,Fossum bru,Vannføring,1,Elv - naturlig profil,"Privat, ikke pålagt",I drift,31048.583333333332,1985-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1137.78,8.0500000000000007,4.9800000000000004,0.16,0.62,36.6,1.08,52.72,0,0,11.21,91.14,Atna/Glommavassdraget,1231.56,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,758,1427,1043,2170,421,422,1359
73.21.0,Frostdalen,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,24666.583333333332,1967-07-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,25.74,42.43,2.2400000000000002,2.3199999999999998,0,2.19,7.6,87.96,0,0,48.27,9.59,Lærdalsvassdraget,1520.94,073,Lærdalsvassdraget/Lærdalsfjorden,0,0,1001,1103,1470,1352,1615,984,950,10859
2.328.0,Fundin ndf.,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,26175.583333333332,1971-01-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,252.86,3.44,10.73,4.25,0.09,0,6,82.55,0,0,8.1300000000000008,30.26,Einunna/Folla/Glommavassdraget,1658.93,002,Glommavassdraget/Hvaler og Singlefjorden,1,0.48,1001,1061,1437,1233,1691,1020,1021,1016
2.323.0,Fura,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,25850.583333333332,1970-10-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,36.409999999999997,30.7,14.69,0,1.28,79.2,0.06,0,0,0,30.84,12.42,Fura/Svartelvvassdraget/Vorma-Lågen/Glommavassdraget,1660.36,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,439,703,599,760,346,350,1004
152.4.0,Fustvatn,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,25628.583333333332,1970-03-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,525.69000000000005,12.16,6.54,2.58,1.26,37.479999999999997,6.42,36.1,0,0.57999999999999996,13.63,48.35,Fusta,2419.5700000000002,152,Fusta og Drevja/Vefsnfjorden nord,0,0,1001,91,860,470,1522,35,37,15201
173.22.0,Gamnes,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,28234.583333333332,1977-04-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,797.59,17.41,0.73,0.77,0.02,3.45,8.26,82.89,0,3.9,20.2,56.97,Skjomavassdraget,1744.25,173,Skjomavassdraget/Ofotfjorden sør,0.85,0.38,1001,704,1390,1042,1885,37,42,16614
185.1.0,Gåslandsvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,12663.583333333334,1934-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7.7,5.83,23.35,19.03,3.25,39,22.25,0.35,0,0,6.38,5.48,Ringstadelva,1976.94,185,Langøya,0,0,1001,27,80,49,185,15,16,16810
122.16.0,Gaua,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,25478.583333333332,1969-10-02T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,80.489999999999995,24.83,10.27,0.01,0.71,76.31,1.39,9.09,0,0,29.58,17.88,Gaua/Gaula,1421.31,122,Gaula/kyst Viggjaneset-Flakk,0,0,1001,340,661,473,968,81,90,13941
122.9.0,Gaulfoss,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,Ikke angitt,1958-05-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3085.86,6.88,16.399999999999999,0.01,2.66,38.799999999999997,2.71,33.6,7.0000000000000007E-2,0,7.55,117.37,Gaula,2238.17,122,Gaula/kyst Viggjaneset-Flakk,0.18,0,1001,476,1046,765,1325,45,55,13916
23.8.0,Gaupefossen,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,32459.583333333332,1988-11-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,343.87,5.29,5.64,0.72,3.8,80.38,6.83,1.02,0.11,0,7.32,50.15,Audna,1871.06,023,Audna/kyst Mandal by-Lindesnes,0.27,0.06,1001,202,464,353,565,21,24,8139
12.164.0,Geilo bru,Vannføring,1,Overløp,Konsesjonspålagt stasjon,I drift,25205.583333333332,1969-01-02T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,575.34,21.52,2.69,3.28,0.22,5.85,11.54,74.53,0.05,2.98,19.18,26.7,Hallingdalsvassdraget/Drammensvassdraget,1965.86,012,Drammensvassdraget/Drammensfjorden vest,0.87,0.49,1001,1056,1624,1308,1933,763,770,4311
12.137.0,Gjerdeslåtta,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,18904.583333333332,1951-10-03T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,770.7,16.75,4.4800000000000004,0.23,1.59,17.559999999999999,5.43,68.180000000000007,0.11,0,18.43,54.36,Hemsil/Hallingdalsvassdraget/Drammensvassdraget,1749.09,012,Drammensvassdraget/Drammensfjorden vest,0.57999999999999996,0.36,1001,912,1629,1353,1828,564,566,4227
5.3.0,Gjersjøen ndf.,Vannføring,1,Elv - kunstig profil,"Privat, ikke pålagt",I drift,26203.583333333332,1971-09-27T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,0.05,6.04,1.17,3.41,13.92,58.23,5.16,0,12.82,0,8.0500000000000007,19.87,Gjersjøelva,1618.5,005,Nesodden og Bunnefjorden,0,0,1001,93,189,162,237,36,40,3325
18.10.0,Gjerstad,Vannføring,1,Kum,Forvaltningsstasjon,I drift,29531.583333333332,1980-11-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,235.89,12.79,4.8899999999999997,0.16,1.39,81.58,3.68,3,0.02,0,18.89,30.87,Gjerstadvassdraget,1597.09,018,Vegårsvassdraget og Gjerstadvassdraget/kyst Kragerø-Tromøya,0,0,1001,172,514,365,656,37,43,7023
25.24.0,Gjuvvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,26053.583333333332,1971-04-30T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,96.98,13.05,0.89,7.07,0,0,17.05,82.06,0,0,28.83,15.12,Kvina,3625.42,025,Kvina/Fedafjorden,0,0,1001,1050,1368,1185,1428,950,950,8270
2.603.0,Glåmos bru,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,18914.583333333332,1951-10-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,860.6,45.09,10.76,5.87,1.19,32.33,12.85,35.4,0.02,0,55.18,1.69,Glommavassdraget,1889.8,002,Glommavassdraget/Hvaler og Singlefjorden,0.99,0.34,1001,725,1101,865,1583,631,639,1500
2.43.0,Glomstadfoss,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,36912.583333333336,2001-01-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,14438.69,1.96,9.75,0.11,1.78,49.36,2.81,28.36,0.08,0,2.13,306.87,Glommavassdraget,1331.63,002,Glommavassdraget/Hvaler og Singlefjorden,0.74,0.11,1001,485,1168,823,2170,211,210,281
87.2.0,Gloppenelva v/Eidsfoss,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,12306.583333333334,1933-09-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,615.54999999999995,6.04,1.82,3.63,3.8,25,5.8,46.48,0.09,10.76,28.04,50.57,Breimsvassdraget,1458.35,087,Breimsvassdraget/Nordfjord sør: Hyenfjorden-Innvik,0.96,0.03,1001,266,1550,1004,1844,11,20,12486
88.15.0,Grasdøla,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,29099.583333333332,1979-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,34.369999999999997,59.11,0,2.13,0,3.65,7.44,81.09,0,6.19,65.27,11.8,Grasdøla/Skjerdingsdøla/Strynevassdraget,1191.27,088,Strynvassdraget/indre Nordfjord,0,0,1001,931,1585,1297,1665,590,620,12565
19.79.0,Gravå,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,25864.583333333332,1970-10-23T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,6.3,104.2,6.48,0.03,4.3600000000000003,75.040000000000006,0.37,12.73,0,0,101.58,5.72,Fyresdalsåna/Arendalsvassdraget,1890.45,019,Arendalsvassdraget/kyst Moland-Homborsund,0,0,1001,508,958,688,1062,362,375,7179
2.235.0,Grimsmoen,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,35719.583333333336,1997-10-16T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,626.57000000000005,6.42,5.25,0.1,3.16,32.22,1.27,47.34,0.12,0,12.82,71.040000000000006,Folla/Glommavassdraget,1208.92,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,846,1393,1099,1712,686,695,750
36.13.0,Grimsvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,26938.583333333332,1973-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,34.409999999999997,24.67,1.34,1.23,0,12.9,3.65,80.790000000000006,0,0,50.8,8.27,Lingvangelva,2916.16,036,Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden,0,0,1001,697,1287,927,1538,564,564,9111
83.7.0,Grønengstølsvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,23883.583333333332,1965-05-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,65.650000000000006,36.97,0.44,2.2799999999999998,0,3.32,5.32,63.74,0,25.96,48.6,14.75,Gaularvassdraget,1518.32,083,Gaularvassdraget/Dalsfjorden,0,0,1001,792,1518,1217,1633,518,511,12161
139.13.0,Grongstadvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,37893.583333333336,2003-09-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,471.61,128.9,10.54,2.4900000000000002,2.99,48.59,8.44,24.33,0.03,0,137.65,2.86,Bjøra/Namsen,5133.17,139,Namsen/Namsfjorden øst,0,0,1001,108,596,317,812,11,14,14826
180.1.0,Grønlivatn,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,32809.583333333336,1990-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7.52,64.33,5.81,1.69,0.02,24.23,3.82,59.46,0,0,60.57,4.87,elv fra Farstadvatnet,1945.22,180,Vestvågøy kommune,0,0,1001,118,412,270,734,67,71,16801
16.66.0,Grosettjern,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,18175.583333333332,1949-10-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,6.55,27.96,18.559999999999999,3.07,0,66.81,7.62,2.35,0,0,29.87,3.48,Grosetåe/Skiensvassdraget,2400.88,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,966,1069,1038,1115,937,937,6009
16.122.0,Grovåi,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,26582.583333333332,1972-10-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,42.16,24.51,13.73,0.39,0.59,59.1,3.85,20.13,0,0,20.16,19.100000000000001,Grovåi/Bøelva/Skiensvassdraget,3036.4,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,805,1108,931,1205,716,700,6120
12.197.0,Grunke,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,Ikke angitt,1977-03-28T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,184.69,27.53,4.33,0.25,0.06,12.05,2.14,76.22,0,0.12,35.36,20.73,Grunka/Flya/Åbjøra/Drammensvassdraget,1281.1099999999999,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,1012,1788,1453,1901,871,869,4390
6.10.0,Gryta,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,24757.583333333332,1967-10-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7.03,42.27,1.69,0.41,0,94.37,2.75,0,0,0,43.03,4.8600000000000003,Nordmarkvassdraget,2167.17,006,Nordmarkvassdraget/kyst Gjersjøelva-Bygdøy,0,0,1001,248,401,323,440,166,163,3434
19.78.0,Grytå,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,Ikke angitt,1998-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,19.28,19.88,3.79,5.65,0,51.27,14.5,28.39,0,0,34.49,9.19,Grytåi/Frostdøl/Arendalsvassdraget,1182.7,019,Arendalsvassdraget/kyst Moland-Homborsund,0,0,1001,679,915,821,1006,631,645,7172
27.20.0,Gya,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,12218.583333333334,1933-06-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,60.49,11.35,2.68,0.54,1.22,19.899999999999999,7.81,55.79,0,0,34.130000000000003,15.03,Hellelandselva,2289.81,027,Bjerkreimvassdraget/kyst Sokndal-Ogna,0.06,0,1001,475,762,648,901,200,210,8584
16.51.0,Hagadrag,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,16336.583333333334,1944-09-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,727.11,26.88,5.41,2.4300000000000002,1.8,61.27,6.3,20.13,0.11,0,15.36,1.04,Bøelva/Skiensvassdraget,1992.78,016,Skiensvassdraget/Langesundsfjorden,1,0.54,1001,385,1151,901,1536,114,116,5958
109.35.0,Håkådalselv,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,32088.583333333332,1987-11-07T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,23.62,59.57,0.2,2.73,0,0,7.17,91.4,0,0,46.09,9.1999999999999993,Litledalselva,1539.99,109,Driva/tTngvollfjorden og Sunndalsfjorden,0,0,1001,1081,1625,1352,1866,904,915,13365
128.8.0,Håkkadalbrua,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,25279.583333333332,1969-03-17T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2141.5300000000002,3.2,13.34,4.08,5.08,52.89,10.16,15.57,0.08,0,6.14,111.75,Snåsavassdraget,2153.39,128,Snåsavassdraget/Beitstadfjorden øst,0.73,0.08,1001,103,610,344,940,4,10,14611
15.49.0,Halledalsvatn,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,22692.583333333332,1962-02-15T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,59.19,24.97,5.62,3.84,0.02,60.58,6.25,19.32,0,0,21.6,11.16,Halldalsåi/Rambergåi/Numedalslågen,1404.77,015,Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen,0,0,1001,892,1113,1043,1190,844,846,5545
212.49.0,Halsnes,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,24408.583333333332,1966-10-28T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,145.05000000000001,23.43,1.45,0.91,0.2,14.47,3.74,73.27,0,0,32.32,24.75,Halselva,1379.25,212,Altavassdraget/Altafjorden,0,0,1001,273,887,589,1147,28,30,17439
12.212.0,Hangtjern,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,31518.583333333332,1986-04-16T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,11.02,53.86,12.21,0.7,0,80.39,2.5099999999999998,4.0599999999999996,0,0,48.04,5.5,Heieelvi/Hallingdalsvassdraget/Drammensvassdraget,1584.14,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,679,942,806,1047,590,592,4432
96.3.0,Hareidselv,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,31288.583333333332,1985-08-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,40.369999999999997,18.5,1.02,5.56,5.04,35.659999999999997,11.01,17.18,0.73,0,24.36,6.77,Hareidselva,887.45,096,Hareidlandet og Gurskøya,0.11,0,1001,19,456,201,667,18,2,12856
212.9.0,Harestrømmen,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,33335.583333333336,1991-04-07T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,6077.5,1.21,16.25,0.38,0.06,35.89,7.65,31.44,0.01,0,2.2999999999999998,197.76,Altavassdraget,1130.98,212,Altavassdraget/Altafjorden,0.98,0.05,1001,410,625,479,1086,74,79,17362
35.2.0,Hauge bru,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,2057.5833333333335,1905-08-18T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,394.08,24,0.94,0.89,0.22,11.09,18.62,68.540000000000006,0,0,20.81,56.95,Ulla,2749.07,035,Ulla og Førreelva/Jøsenfjorden og Erfjorden,0.85,1.07,1001,687,1273,1097,1600,17,20,9008
28.7.0,Haugland,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,6914.583333333333,1918-12-05T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,139.35,10.53,1.26,0.44,24.28,7.32,6.23,57.59,0.18,0,9.5,27.47,Hååna,1311.64,028,Figgjo/Jæren,0,0,1001,71,326,210,431,11,18,8665
83.12.0,Haukedalsvatn ndf.,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,30954.583333333332,1984-09-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,205.55,24.16,1.3,5.29,1.52,16.95,9.42,58.23,0,8.9499999999999993,28.61,32.89,Gaularvassdraget,1768.67,083,Gaularvassdraget/Dalsfjorden,0,0,1001,453,1434,989,1633,295,290,12178
