Stasjonsnr;Stasjonsnavn;Måleparameter;Versjon;Målested;Stasjontype;Status (i drift/nedlagt);Målestart (dato);Data kontrollert fra (dato);Data kontrollert til (dato);Evt. nedlagt (dato);Normal årsavrenning (l/s km2);Totalt feltareal (km2);Bratthet (1085-gradient, m/km);Myrprosent;Effektiv sjøprosent;Jordbruksprosent;Skogprosent;Innsjøprosent;Snaufjellprosent;Urbantareal prosent;Breprosent;Elvegradient (m/km);Elvelengde (km);Elvenavnhierarki;Elvetetthet (m/km);Vassdragsomr. nr.;Vassdragsomr. navn;Reguleringsgrad areal;Reguleringsgrad mag,;Måleparameter kode;Høyde 10 persentil (m);Høyde 90 persentil (m);Medianhøyde (m);Høyeste punkt (m);Laveste punkt (m);Høyde over havet (m);ObjektID
2.416.0;Vågåvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;01.01.1978;01.01.1978;31.12.2023;Ikke angitt;Ikke angitt;3409,8;6,1;0,8;0,45;1,34;15,41;4,85;69,38;0,04;6,07;7,96;117,33;Otta/Vorma-Lågen/Glommavassdraget;1164,41;002;Glommavassdraget/Hvaler og Singlefjorden;0,42;0,16;1001;836;1840;1414;2464;362;360;1232
16.10.0;Omnesfoss;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1963;01.01.1963;31.12.2023;Ikke angitt;Ikke angitt;807,87;21,52;7,44;0,24;1,46;61,87;6,48;17,22;0,02;0;24,63;54,2;Heddøla-hjartdøla/Skiensvassdraget;1662,43;016;Skiensvassdraget/Langesundsfjorden;0,45;0,32;1001;437;1201;909;1876;59;60;5873
11.6.0;Oppsal;Vannføring;1;Elv - kunstig profil;Privat, ikke pålagt;I drift;27.04.1981;27.04.1981;31.12.2023;Ikke angitt;Ikke angitt;223;25,44;3,63;0,45;4,04;85,25;5,75;0,04;0,07;0;24,31;23,74;Lierelva;1913,15;011;Lierelva/Drammensfjorden øst;0,46;0,17;1001;224;600;465;700;35;35;3877
73.2.0;Stuvane;Vannføring;2;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;18.03.1987;18.03.1987;31.12.2023;Ikke angitt;Ikke angitt;994,19;21,66;0,85;0,1;0,46;11,76;7,28;77,26;0,01;0,04;21,47;66;Lærdalsvassdraget;1573,9;073;Lærdalsvassdraget/Lærdalsfjorden;0,47;0,28;1001;1029;1625;1421;1917;67;70;10805
119.4.0;Rovatn;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;02.03.1923;02.03.1923;31.12.2023;Ikke angitt;Ikke angitt;236,68;11,01;14,51;4,74;3,04;37,67;8,55;26,69;0,01;0;18,3;43,49;Søa;1975,12;119;Trondheimsleia øst: Stamnes-Agdenes fyr;0,49;0,19;1001;141;662;412;1036;12;12;13616
74.1.0;Årdalsvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.04.1900;01.04.1900;31.12.2023;Ikke angitt;Ikke angitt;978,68;29,74;0,5;1,47;0,03;12,21;8,23;74,24;0,15;2,9;29,58;53,62;Årdalsvassdraget;1531,03;074;Årdalsvassdraget/Årdalsfjorden;0,5;0,29;1001;1027;1681;1372;2396;2;3;11148
78.12.0;Mel;Vannføring;1;Elv - kunstig profil;Privat, ikke pålagt;I drift;01.01.1998;01.01.1998;31.12.2023;Ikke angitt;Ikke angitt;53,91;90,74;0,02;0,71;0,22;15,49;6,12;64,66;0;11,09;85,93;13,09;Vetlefjordelvi;1530,64;078;Vetlefjorden og Fjærlandsfjorden;0,5;0,34;1001;447;1420;1110;1615;51;58;12008
175.2.0;Niingen ndf.;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;Nedlagt;12.07.1958;12.07.1958;31.12.2023;Ikke angitt;Ikke angitt;52,76;52,37;0,36;6,9;0,19;17,35;12,97;62,93;0,06;5,15;52,47;14,26;elv fra Strandvatnet;1248,62;175;Ofotfjorden nord: Tangvik-Bogen-Selnes;0,51;0,44;1001;132;975;668;1294;2;5;16746
12.200.0;Kolbjørnshus;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;22.04.1978;22.04.1978;31.12.2023;Ikke angitt;Ikke angitt;2063,49;10,24;14,14;0,07;2,19;58,5;3,99;12,39;0,09;0;10,09;100,56;Randselva/Drammensvassdraget;1405,69;012;Drammensvassdraget/Drammensfjorden vest;0,52;0,22;1001;568;1110;905;1681;140;150;4398
20.3.0;Flakksvann;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;31.12.2023;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Tovdalsvassdraget;Ikke angitt;020;Tovdalsvassdraget/Lillesand kommune;0,54;0,05;1001;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;19;7516
50.3.0;Eidfjordvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.06.1928;01.06.1928;31.12.2023;Ikke angitt;Ikke angitt;1166,02;19,44;6,72;0,46;0,15;5,42;6,24;77,84;0;2;17,24;77,5;Eidfjordvassdraget;3333,55;050;Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden;0,54;0,29;1001;1061;1502;1257;1849;17;19;9849
99.17.0;Rødøla;Vannføring;1;Elv - kunstig profil;Privat, ikke pålagt;I drift;01.05.1981;01.05.1981;31.12.2023;Ikke angitt;Ikke angitt;49,82;50,31;0,69;3,59;0;10,74;14,42;70,6;0;1,6;53,48;20,33;Rødøla/Rødalselva/Tafjordvassdraget;1125,88;099;Tafjordvassdraget/Tafjorden og Norddalsfjorden sør;0,54;0,86;1001;777;1642;1413;1849;464;462;12955
224.1.0;Skoganvarre;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;02.08.1921;02.08.1921;31.12.2023;Ikke angitt;Ikke angitt;940,73;6,04;6,59;0,98;0;41,94;6,53;40,47;0;0;9,21;62,65;Lakselvvassdraget;1412,29;224;Lakselvvassdraget/indre Porsangen sør;0,55;0,06;1001;263;601;367;1043;69;69;17658
12.137.0;Gjerdeslåtta;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;03.10.1951;03.10.1951;31.12.2023;Ikke angitt;Ikke angitt;770,7;16,75;4,48;0,23;1,59;17,56;5,43;68,18;0,11;0;18,43;54,36;Hemsil/Hallingdalsvassdraget/Drammensvassdraget;1749,09;012;Drammensvassdraget/Drammensfjorden vest;0,58;0,36;1001;912;1629;1353;1828;564;566;4227
112.27.0;Surna v/Skjermo;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;30.12.1986;30.12.1986;31.12.2023;Ikke angitt;Ikke angitt;924,72;5,73;11,07;0,66;3,32;30,86;4,64;39,77;0,06;0,12;10,55;46,27;Surna;1594,43;112;Surna/Surnadalsfjorden og Halsafjorden øst;0,59;0,29;1001;333;1222;666;1669;22;21;13523
62.17.0;Mestad;Vannføring;1;Elv - naturlig profil;Privat, ikke pålagt;I drift;27.07.1985;10.06.1985;31.12.2023;Ikke angitt;Ikke angitt;138,34;581,87;0,28;0,83;0,66;15,87;6,13;73,07;0;0,25;656,73;0,24;Teigdalselvi/Vossovassdraget;2412,59;062;Vossovassdraget/Bolstadfjorden;0,6;0,15;1001;519;1221;1006;1426;63;65;10284
95.4.0;Vatnevatnet;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;15.11.1999;15.11.1999;31.12.2023;Ikke angitt;Ikke angitt;38,91;44,76;2,4;6,73;5,62;50,85;11,39;27,81;0;0;66,82;12,12;Ørstavassdraget;874,26;095;Ørstavassdraget/Ørstafjorden og Vartdalsfjorden sør;0,6;0,15;1001;145;921;461;1404;86;80;12850
2.434.0;Ofossen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;02.05.1979;02.05.1979;31.12.2023;Ikke angitt;Ikke angitt;1581,4;9,41;0,43;0,18;0,59;13,75;5,25;72,55;0,04;5,98;12,57;72,3;Otta/Vorma-Lågen/Glommavassdraget;1169,43;002;Glommavassdraget/Hvaler og Singlefjorden;0,61;0,17;1001;891;1708;1414;2085;388;389;1276
121.22.0;Syrstad;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;04.10.1972;04.10.1972;31.12.2023;Ikke angitt;Ikke angitt;2278,34;7,69;16,71;0,05;2,61;32,41;2,86;39,72;0,03;0;8,14;137,81;Orkla;1562,63;121;Orkla/Orkdalsfjorden;0,65;0,28;1001;557;1160;899;1641;137;150;13683
206.2.0;Holm bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;29.10.1961;01.09.1961;31.12.2023;Ikke angitt;Ikke angitt;345,29;30,11;0,67;0,77;0,37;4,64;8,76;84,64;0;0;28,25;39,71;Kåfjordvassdraget;1177,89;206;Kåfjordvassdraget/Lyngen øst, Uløya, Kågen og Skjervøya;0,66;0,36;1001;765;1109;1009;1320;24;27;17199
33.8.0;Leirberget i Årdal;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;21.02.1997;21.02.1997;31.12.2023;Ikke angitt;Ikke angitt;520,58;19,6;1,05;1,22;1,03;11,5;14,47;67,47;0;0;22,62;52,38;Årdalselva;2407,98;033;Årdalselva/Årdalsfjorden;0,69;0,4;1001;559;1128;930;1262;4;5;8921
16.155.0;Sønnlandsvatn;Vannføring;1;Innsjø;Privat, ikke pålagt;I drift;27.11.1986;27.11.1986;31.12.2023;Ikke angitt;Ikke angitt;374,25;22,42;8,99;0,78;0,54;50,08;8,69;24,41;0;0;21,6;29,91;Skogsåi/Heddøla-hjartdøla/Skiensvassdraget;1660,17;016;Skiensvassdraget/Langesundsfjorden;0,7;0,33;1001;673;1219;993;1876;397;404;6200
166.3.0;Andkilvatn;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1960;01.09.1960;31.12.2023;Ikke angitt;Ikke angitt;249,4;27,84;0,67;5,18;0,04;7,59;14,73;66,6;0;6,99;23,77;38,75;Fagerbakkvassdraget;2424,91;166;Fagerbakkvassdraget og Laksåga/Sørfolda sør;0,71;1,06;1001;370;1135;907;1419;1;20;16304
84.21.0;Brulandsfoss ndf.;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;25.05.1993;25.05.1993;31.12.2023;Ikke angitt;Ikke angitt;573,13;3,96;3,7;5,02;3,54;30,15;9,76;42,54;0,16;4,01;21,73;56,84;Jølstra;1573,65;084;Jølstra/Førdefjorden;0,72;0,06;1001;247;1278;758;1647;13;19;12280
2.269.0;Hummelvoll;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;14.06.1962;14.06.1962;31.12.2023;Ikke angitt;Ikke angitt;2419,73;2,06;11,53;0,86;2,16;40,42;7,35;28,37;0,11;0;2,65;103,35;Glommavassdraget;1797,84;002;Glommavassdraget/Hvaler og Singlefjorden;0,72;0,15;1001;707;1077;854;1594;587;591;841
104.2.0;Eikesdalsvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;12.05.1902;12.05.1902;31.12.2023;Ikke angitt;Ikke angitt;1091,64;14,11;0,42;2,59;0,24;5,98;8,92;78,05;0;0,61;17,93;78,91;Eira;1263,56;104;Eira/langfjorden;0,72;0,5;1001;1038;1650;1326;1959;21;22;13175
159.3.0;Engabrevatn;Vannføring;1;Kum;Konsesjonspålagt stasjon;I drift;24.06.1969;24.06.1969;31.12.2023;Ikke angitt;Ikke angitt;53,33;130,01;0;2,34;0,01;4,07;2,38;17,23;0;73,01;103,23;13,63;Engabreelva;12178,27;159;Vestre Svartisen og Rødøy kommune;0,73;0;1001;459;1376;1202;1580;9;5;15732
128.8.0;Håkkadalbrua;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;17.03.1969;17.03.1969;31.12.2023;Ikke angitt;Ikke angitt;2141,53;3,2;13,34;4,08;5,08;52,89;10,16;15,57;0,08;0;6,14;111,75;Snåsavassdraget;2153,39;128;Snåsavassdraget/Beitstadfjorden øst;0,73;0,08;1001;103;610;344;940;4;10;14611
2.43.0;Glomstadfoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;21.01.2001;21.01.2001;31.12.2023;Ikke angitt;Ikke angitt;14438,69;1,96;9,75;0,11;1,78;49,36;2,81;28,36;0,08;0;2,13;306,87;Glommavassdraget;1331,63;002;Glommavassdraget/Hvaler og Singlefjorden;0,74;0,11;1001;485;1168;823;2170;211;210;281
2.112.0;Nye Stai;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;21.10.2000;21.10.2000;31.12.2023;Ikke angitt;Ikke angitt;8949,14;2,06;7,63;0,07;2,27;43,12;3,39;36,18;0,09;0;2,38;255,5;Glommavassdraget;1403,3;002;Glommavassdraget/Hvaler og Singlefjorden;0,75;0,09;1001;728;1333;966;2173;250;240;423
196.36.0;Fosshaug;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;08.07.1962;08.07.1962;31.12.2023;Ikke angitt;Ikke angitt;1961,69;4,97;3,22;2,15;0,34;18,75;8,52;63,93;0;0,43;6,81;129,82;Barduelva/Målselvvassdraget;1446,1;196;Målselvvassdraget/Malangen;0,75;0,49;1001;548;1218;819;1654;66;68;16992
27.24.0;Helleland;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1977;01.01.1977;31.12.2023;Ikke angitt;Ikke angitt;184,72;12,65;1,11;0,95;4,17;22,46;8,54;48,31;0,03;0;20,45;30,66;Hellelandselva;1833,55;027;Bjerkreimvassdraget/kyst Sokndal-Ogna;0,76;0,06;1001;270;735;619;904;77;86;8596
64.5.0;Øvre Helland;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;04.04.1986;31.12.2023;Ikke angitt;Ikke angitt;312,58;24,77;1,81;1,04;0,15;15,14;8,3;73,8;0,02;0;32,29;32,45;Steinslandsvassdraget;2246,55;064;Steinslandsvassdraget/Osterfjorden nord;0,76;0,37;1001;600;1189;993;1331;114;115;10422
12.143.0;Ruud;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;03.06.1953;19.01.1953;31.12.2023;Ikke angitt;Ikke angitt;776,59;17,84;2,95;1,57;0,3;9,44;11,8;73,56;0,01;0,95;18,15;54,05;Åni/Hallingdalsvassdraget/Drammensvassdraget;1753,27;012;Drammensvassdraget/Drammensfjorden vest;0,79;0,96;1001;1026;1765;1401;1929;597;615;4253
2.28.0;Aulestad;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1984;13.04.1984;31.12.2023;Ikke angitt;Ikke angitt;869,75;10,54;13,75;0,05;6,75;58,21;2,67;8,01;0,14;0;11,44;66,69;Gausa/Vorma-Lågen/Glommavassdraget;1421,48;002;Glommavassdraget/Hvaler og Singlefjorden;0,8;0,04;1001;561;1105;886;1515;195;200;230
94.19.0;Førdselva v/Gjersdal bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;10.06.1998;10.06.1998;31.12.2023;Ikke angitt;Ikke angitt;76,16;28,94;2,27;2,82;2,61;40,36;5,77;47,07;0;0;40,12;18,8;Austefjordvassdraget;1563,85;094;Stigedalselva/voldafjorden, Austefjord og Dalsfjorden;0,81;0,17;1001;195;1048;673;1481;20;22;12839
33.4.0;Kalltveit i Årdal;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.2002;01.01.2002;31.12.2023;Ikke angitt;Ikke angitt;307,38;21,79;0,85;1,74;0,4;4,64;15,41;75,65;0;0;24,64;45,09;Årdalselva;-999;033;Årdalselva/Årdalsfjorden;0,82;0,62;1001;820;1160;1020;1262;71;80;8910
2.460.0;Eide;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;20.10.1984;20.10.1984;31.12.2023;Ikke angitt;Ikke angitt;7968,23;2,98;1,82;0,11;2,16;21,82;3,73;64,38;0,08;3,37;2,93;126,45;Vorma-Lågen/Glommavassdraget;1132,82;002;Glommavassdraget/Hvaler og Singlefjorden;0,83;0,09;1001;817;1798;1343;2466;240;241;1369
205.8.0;Helligskogen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;06.10.1982;06.10.1982;31.12.2023;Ikke angitt;Ikke angitt;371,08;11,66;1,33;1,09;0;6,87;6,72;81,01;0;0;13,88;44,47;Skibotnvassdraget;1141,15;205;Skibotnvassdraget/Lyngen: Skibotn-Kåfjorden;0,84;0;1001;565;1103;860;1407;313;317;17169
36.31.0;Kvilldal;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;26.06.1985;26.06.1985;31.12.2023;Ikke angitt;Ikke angitt;80,99;82,8;1,18;0,5;0,51;18,93;6,06;71,48;0;0;81,72;14,83;Kvilldalsåna/Suldalsvassdraget;3077,47;036;Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden;0,84;0,03;1001;642;1253;1058;1424;93;96;9165
104.1.0;Lille Eikesdalsvatn;Vannføring;2;Innsjø;Konsesjonspålagt stasjon;I drift;01.01.1907;01.01.1907;31.12.2023;Ikke angitt;Ikke angitt;801,61;17,31;0,56;0,85;0,1;3,58;7,76;80,65;0;0,23;23,94;54,22;Eira;1317,62;104;Eira/langfjorden;0,84;0,69;1001;935;1659;1305;1959;137;138;13170
22.4.0;Kjølemo;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;31.12.2023;Ikke angitt;Ikke angitt;1757,7;7,9;6,12;0,39;1,37;47,07;8,32;33,07;0,05;0;7,1;124,12;Mandalselva;2078,44;022;Mandalselva/kyst Flekkerøy-Mandal by;0,85;0,16;1001;255;934;628;1161;5;20;8017
173.22.0;Gamnes;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;19.04.1977;19.04.1977;31.12.2023;Ikke angitt;Ikke angitt;797,59;17,41;0,73;0,77;0,02;3,45;8,26;82,89;0;3,9;20,2;56,97;Skjomavassdraget;1744,25;173;Skjomavassdraget/Ofotfjorden sør;0,85;0,38;1001;704;1390;1042;1885;37;42;16614
12.97.0;Bergheim;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.05.1920;01.05.1920;31.12.2023;Ikke angitt;Ikke angitt;4232,44;9,25;7,43;0,17;1,76;35,14;6,89;44,26;0,18;0,59;9,88;113,87;Hallingdalsvassdraget/Drammensvassdraget;1628,52;012;Drammensvassdraget/Drammensfjorden vest;0,85;0,45;1001;749;1594;1170;1933;136;152;4111
50.11.0;Høel;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;13.05.1968;13.05.1968;31.12.2023;Ikke angitt;Ikke angitt;594,1;9,92;8,49;0,51;0,11;2,83;7,78;76,19;0;3,92;11,03;62,48;Eidfjordvassdraget;4202,06;050;Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden;0,85;0,64;1001;1046;1502;1256;1849;663;680;9870
35.2.0;Hauge bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;18.08.1905;18.08.1905;31.12.2023;Ikke angitt;Ikke angitt;394,08;24;0,94;0,89;0,22;11,09;18,62;68,54;0;0;20,81;56,95;Ulla;2749,07;035;Ulla og Førreelva/Jøsenfjorden og Erfjorden;0,85;1,07;1001;687;1273;1097;1600;17;20;9008
62.5.0;Bulken (Vangsvatnet);Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;31.12.2023;Ikke angitt;Ikke angitt;1091,65;19,44;2,81;0,87;3,33;34,24;4,04;51,98;0,34;0,28;19,53;61,39;Vossovassdraget;2745,1;062;Vossovassdraget/Bolstadfjorden;0,86;0;1001;391;1328;929;1603;45;51;10251
23.4.0;Brådlandsvatn;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;19.08.1922;19.08.1922;31.12.2023;Ikke angitt;Ikke angitt;58,94;-2,57;7,39;3,43;1,76;74,01;12,9;2,52;0;0;-11,56;0,52;Trylandselva/Audna;1857,12;023;Audna/kyst Mandal by-Lindesnes;0,86;0,3;1001;281;428;338;548;177;176;8134
123.21.0;Aune;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1963;01.01.1967;31.12.2023;Ikke angitt;Ikke angitt;1355,72;11,82;12,1;2,63;0,43;17,94;9,15;53,32;0,03;0;13,97;64,08;Nidelvvassdraget;1958,8;123;Nidelvvassdraget/Strindfjorden;0,86;0,64;1001;669;1250;891;1789;295;294;14049
159.12.0;Engabreelv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;28.05.1987;28.05.1987;31.12.2023;Ikke angitt;Ikke angitt;40,42;111,29;0;4,17;0;0,11;0,03;5,54;0;93,28;119,45;11,73;Engabreelva;6900,59;159;Vestre Svartisen og Rødøy kommune;0,87;0;1001;931;1387;1220;1580;12;16;15760
12.164.0;Geilo bru;Vannføring;1;Overløp;Konsesjonspålagt stasjon;I drift;02.01.1969;02.01.1969;31.12.2023;Ikke angitt;Ikke angitt;575,34;21,52;2,69;3,28;0,22;5,85;11,54;74,53;0,05;2,98;19,18;26,7;Hallingdalsvassdraget/Drammensvassdraget;1965,86;012;Drammensvassdraget/Drammensfjorden vest;0,87;0,49;1001;1056;1624;1308;1933;763;770;4311
12.167.0;Svenkerud;Vannføring;1;Elv - naturlig profil;Privat, ikke pålagt;I drift;01.01.1968;01.01.1968;31.12.2023;Ikke angitt;Ikke angitt;3488,22;11,83;6,48;0,25;1,78;28,32;7,41;51,55;0,18;0,72;12,37;88,85;Hallingdalsvassdraget/Drammensvassdraget;1616,5;012;Drammensvassdraget/Drammensfjorden vest;0,87;0,5;1001;825;1623;1259;1933;178;183;4315
123.34.0;Kulset bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1986;01.01.1986;31.12.2023;Ikke angitt;Ikke angitt;2052,04;8,64;12,78;1,31;0,89;26,43;6,73;47,04;0,02;0;9,77;105,22;Nidelvvassdraget;2075,93;123;Nidelvvassdraget/Strindfjorden;0,9;0,42;1001;509;1134;810;1789;160;159;14103
16.117.0;Elvarheim;Vannføring;1;Kum;Konsesjonspålagt stasjon;I drift;09.08.1968;09.08.1968;31.12.2023;Ikke angitt;Ikke angitt;2354,09;10,26;3,62;2,57;0,62;36,09;10,18;47,35;0,07;0,15;11,33;116,72;Vest-vassdraget/Skiensvassdraget;2380,51;016;Skiensvassdraget/Langesundsfjorden;0,92;0,62;1001;752;1508;1131;1722;75;78;6107
2.393.0;Norsfoss;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1975;01.01.1975;31.12.2023;Ikke angitt;Ikke angitt;18933,56;1,64;10,16;0,07;2,99;55,96;3,32;21,78;0,13;0;1,72;417,66;Glommavassdraget;1290,96;002;Glommavassdraget/Hvaler og Singlefjorden;0,93;0,09;1001;343;1178;841;2173;140;154;1165
15.61.0;Holmfoss i Numedalslågen;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;21.04.1970;21.04.1970;31.12.2023;Ikke angitt;Ikke angitt;5202,37;4,48;6,45;0,49;2,25;48,08;7,74;32,43;0,19;0;3,68;336,92;Numedalslågen;1817,33;015;Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen;0,94;0,33;1001;351;1302;998;1538;6;11;5575
2.122.0;Skarnes;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;###############################################################################################################################################################################################################################################################;31.12.2023;Ikke angitt;Ikke angitt;20300,55;1,4;9,84;0,07;3,31;57,45;3,53;20,31;0,15;0;1,6;459,98;Glommavassdraget;1285,23;002;Glommavassdraget/Hvaler og Singlefjorden;0,95;0,09;1001;312;1177;784;2173;130;129;458
2.213.0;Kvisla Bruk;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1928;01.01.1928;31.12.2023;Ikke angitt;Ikke angitt;162,37;6,49;9,81;5,54;7,36;71,57;6,42;0;0,18;0;9,26;27,32;Moelva/Vorma-Lågen/Glommavassdraget;1266,37;002;Glommavassdraget/Hvaler og Singlefjorden;0,95;0,22;1001;351;597;479;705;315;320;692
87.2.0;Gloppenelva v/Eidsfoss;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;09.09.1933;09.09.1933;31.12.2023;Ikke angitt;Ikke angitt;615,55;6,04;1,82;3,63;3,8;25;5,8;46,48;0,09;10,76;28,04;50,57;Breimsvassdraget;1458,35;087;Breimsvassdraget/Nordfjord sør: Hyenfjorden-Innvik;0,96;0,03;1001;266;1550;1004;1844;11;20;12486
212.11.0;Kista;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;03.06.1971;27.05.1971;31.12.2023;Ikke angitt;Ikke angitt;6181,8;1,15;16,06;0,37;0,06;35,8;7,6;31,79;0,01;0;2,15;213,53;Altavassdraget;1135,29;212;Altavassdraget/Altafjorden;0,96;0,05;1001;410;625;479;1086;38;43;17388
15.23.0;Bruhaug;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;22.04.1926;08.04.1964;31.12.2023;Ikke angitt;Ikke angitt;3464,1;7,13;7,66;1,09;0,67;32,28;9,55;46,56;0,02;0;5,83;179,83;Numedalslågen;1910,94;015;Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen;0,96;0,52;1001;815;1325;1185;1538;198;200;5496
50.1.0;Hølen;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.01.1923;01.01.1923;31.12.2023;Ikke angitt;Ikke angitt;231,38;20,91;0,5;2;0;1,71;8,69;87,99;0;0,22;28,65;46,43;Kinso;2296,8;050;Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden;0,97;0;1001;1044;1465;1338;1688;121;130;9841
212.9.0;Harestrømmen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;07.04.1991;07.04.1991;31.12.2023;Ikke angitt;Ikke angitt;6077,5;1,21;16,25;0,38;0,06;35,89;7,65;31,44;0,01;0;2,3;197,76;Altavassdraget;1130,98;212;Altavassdraget/Altafjorden;0,98;0,05;1001;410;625;479;1086;74;79;17362
2.611.0;Storsjøen ndf. Øra;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1971;01.01.1971;31.12.2023;Ikke angitt;Ikke angitt;2337,28;2,89;8,41;2,1;1,35;60,77;3,59;22,47;0,03;0;3,58;122,19;Rena/Glommavassdraget;1069,79;002;Glommavassdraget/Hvaler og Singlefjorden;0,98;0,17;1001;463;1066;848;1743;247;257;1535
12.290.0;Bagn;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.10.1967;01.10.1967;31.12.2023;Ikke angitt;Ikke angitt;2980,46;5,17;9,55;0,93;3,52;40,57;8,07;29,34;0,11;0,01;9,94;123,69;Drammensvassdraget;1387,71;012;Drammensvassdraget/Drammensfjorden vest;0,98;0,42;1001;692;1552;1065;1901;218;210;4555
16.23.0;Kirkevoll bru;Vannføring;3;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.2000;01.01.2000;31.12.2023;Ikke angitt;Ikke angitt;3841,9;7,23;6,71;2,22;0,32;24;11,29;55,51;0,06;0,01;6,51;175,62;Skiensvassdraget;2027,31;016;Skiensvassdraget/Langesundsfjorden;0,98;0,55;1001;746;1410;1239;1870;177;180;5899
