Stasjonsnr;Stasjonsnavn;Måleparameter;Versjon;Målested;Stasjontype;Status (i drift/nedlagt);Målestart (dato);Data kontrollert fra (dato);Data kontrollert til (dato);Evt. nedlagt (dato);Normal årsavrenning (l/s km2);Totalt feltareal (km2);Bratthet (1085-gradient, m/km);Myrprosent;Effektiv sjøprosent;Jordbruksprosent;Skogprosent;Innsjøprosent;Snaufjellprosent;Urbantareal prosent;Breprosent;Elvegradient (m/km);Elvelengde (km);Elvenavnhierarki;Elvetetthet (m/km);Vassdragsomr. nr.;Vassdragsomr. navn;Reguleringsgrad areal;Reguleringsgrad mag,;Måleparameter kode;Høyde 10 persentil (m);Høyde 90 persentil (m);Medianhøyde (m);Høyeste punkt (m);Laveste punkt (m);Høyde over havet (m);ObjektID
12.212.0;Hangtjern;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;16.04.1986;16.04.1986;31.12.2023;Ikke angitt;Ikke angitt;11,02;53,86;12,21;0,7;0;80,39;2,51;4,06;0;0;48,04;5,5;Heieelvi/Hallingdalsvassdraget/Drammensvassdraget;1584,14;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;679;942;806;1047;590;592;4432
28.7.0;Haugland;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;05.12.1918;05.12.1918;31.12.2023;Ikke angitt;Ikke angitt;139,35;10,53;1,26;0,44;24,28;7,32;6,23;57,59;0,18;0;9,5;27,47;Hååna;1311,64;028;Figgjo/Jæren;0;0;1001;71;326;210;431;11;18;8665
83.12.0;Haukedalsvatn ndf.;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;29.09.1984;29.09.1984;31.12.2023;Ikke angitt;Ikke angitt;205,55;24,16;1,3;5,29;1,52;16,95;9,42;58,23;0;8,95;28,61;32,89;Gaularvassdraget;1768,67;083;Gaularvassdraget/Dalsfjorden;0;0;1001;453;1434;989;1633;295;290;12178
68.2.0;Havelandselv;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;24.10.1964;01.01.1998;31.12.2023;Ikke angitt;Ikke angitt;21;63,18;0,25;0,92;2,79;33,22;4,61;49,92;0;0;68,05;7,26;Nordgulelva;1958,92;068;Sognesjøen sør;0;0;1001;139;642;514;721;0;12;10479
41.8.0;Hellaugvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;28.10.1981;28.10.1981;31.12.2023;Ikke angitt;Ikke angitt;27,49;80,45;0,52;2;0;10,57;8,25;79,89;0;0;73,08;10,67;Etnevassdraget;2898,02;041;Etnevassdraget/Ålfjorden og Etnefjorden;0;0;1001;579;1123;935;1264;271;271;9450
81.1.0;Hersvikvatn (Hagevatnet);Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;01.01.1934;01.01.1934;31.12.2023;Ikke angitt;Ikke angitt;7,13;0;1,66;19,42;0;10,51;20,06;12,41;0;0;13,2;3,11;Hageelva;1148,76;081;Solund kommune;0;0;1001;22;327;71;455;19;24;12102
3.22.0;Høgfoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;23.09.1976;01.09.1976;31.12.2023;Ikke angitt;Ikke angitt;299,62;3,45;1,19;0,56;19,57;70,99;2,43;0;1,57;0;3,23;62,63;Mossevassdraget;1775,78;003;Mossevassdraget/kyst Onsøy-Son;0;0;1001;110;253;176;348;42;40;3297
123.28.0;Hokfossen;Vannføring;1;Ikke angitt;Privat, ikke pålagt;I drift;10.01.1995;01.01.2003;31.12.2023;Ikke angitt;Ikke angitt;8,06;23,44;20,6;1,25;0;75,35;3,94;0;0;0;37,59;4,95;Vikelva;2023,47;123;Nidelvvassdraget/Strindfjorden;0;0;1001;297;419;361;514;252;255;14068
12.171.0;Hølervatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;25.10.1968;25.10.1968;31.12.2023;Ikke angitt;Ikke angitt;79,4;12,04;17,91;2,4;0,25;61,22;7,44;8,24;0;0;15,72;18,38;Hølera/Drammensvassdraget;1382,81;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;821;1081;924;1202;779;780;4329
16.193.0;Hørte;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1977;01.01.1977;31.12.2023;Ikke angitt;Ikke angitt;156,63;10,59;2,64;0,29;0,82;78,75;3,52;12,92;0;0;29,58;27,59;Hørteelva/Bøelva/Skiensvassdraget;1760,81;016;Skiensvassdraget/Langesundsfjorden;0;0;1001;289;946;559;1200;89;92;6261
84.11.0;Hovefoss;Vannføring;2;Ikke angitt;Forvaltningsstasjon;I drift;25.11.1963;21.01.1998;31.12.2023;Ikke angitt;Ikke angitt;233,74;22,17;6,32;0,47;3,33;32,57;5,14;49,77;0;0,07;26,24;42,87;Nausta;2024,75;084;Jølstra/Førdefjorden;0;0;1001;264;1083;671;1471;11;80;12249
122.17.0;Hugdal bru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;30.06.1972;30.06.1972;31.12.2023;Ikke angitt;Ikke angitt;545,94;21,09;16,9;0,01;6,34;53,32;1,55;19,64;0,1;0;22,02;45,46;Sokna/Gaula;1771,4;122;Gaula/kyst Viggjaneset-Flakk;0;0;1001;464;965;641;1255;126;135;13946
103.20.0;Isa v/Morstøl bru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;22.04.1972;22.04.1972;31.12.2023;Ikke angitt;Ikke angitt;44,4;82,25;0,33;0,24;0,47;18,55;2,17;72,96;0;4,51;98,51;12,55;Isavassdraget;1157,47;103;Rauma/Romsdalsfjorden;0;0;1001;352;1396;990;1726;108;103;13041
203.2.0;Jægervatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;28.09.1988;28.09.1988;31.12.2023;Ikke angitt;Ikke angitt;93,75;13,33;7,67;7,83;0,47;28,69;10,41;44,6;0;4,65;33,21;15,21;Jægerelva;1227,71;203;Lakselva/Ullsfjorden og Sørfjorden;0;0;1001;26;1016;294;1543;3;3;17100
12.286.0;Jaren ndf.;Vannføring;3;Ikke angitt;Forvaltningsstasjon;I drift;01.03.1952;01.01.1956;31.12.2023;Ikke angitt;Ikke angitt;112,91;4,27;0,31;1,2;38,15;47,48;2,34;0;2,64;0;15,33;23,42;Vigga/Randselva/Drammensvassdraget;1394,99;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;257;557;443;769;198;200;4542
26.26.0;Jogla;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;01.01.1999;31.12.2023;Ikke angitt;Ikke angitt;31,12;46,21;0,54;0,1;0;3,01;3,2;91,98;0;0;43,44;10,36;Jogla/Sira;2643,97;026;Sira og Sokna/kyst Hidra-Sokndal;0;0;1001;842;1161;1048;1193;600;598;8401
15.21.0;Jondalselv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;29.10.1993;29.10.1993;31.12.2023;Ikke angitt;Ikke angitt;126,87;22,26;5,03;0,25;1,32;77,21;3,46;9,46;0;0;22,75;29,23;Jondalselva/Numedalslågen;2085,24;015;Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen;0;0;1001;388;766;606;921;223;228;5488
163.6.0;Jordbrufjell;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.09.1945;01.09.1945;31.12.2023;Ikke angitt;Ikke angitt;70,06;14,05;8,77;1,38;0;17,3;5,57;60,58;0;0;21,9;21,64;Russåga/Saltdalsvassdraget;2855,38;163;Saltelva/Skjerstadfjorden og Saltdalsfjorden sør;0;0;1001;512;857;693;1016;437;435;16115
163.5.0;Junkerdalselv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.09.1937;01.09.1937;31.12.2023;Ikke angitt;Ikke angitt;421,98;25,57;0,94;0,04;0,37;18,95;2,45;66,31;0;0,51;25,01;40,47;Junkerdalselva/Saltdalsvassdraget;1662,81;163;Saltelva/Skjerstadfjorden og Saltdalsfjorden sør;0;0;1001;515;1274;922;1700;111;110;16111
61.8.0;Kaldåen;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;07.09.1985;07.09.1985;31.12.2023;Ikke angitt;Ikke angitt;15,34;51,01;0,9;0,1;0;5,08;2,95;91,02;0;0;59,28;7,89;Kaldåni/Bergsdalsvassdraget;3011,65;061;Bergsdalsvassdraget/kyst Salhus-Dale;0;0;1001;788;1021;915;1128;594;590;10211
170.5.0;Kaldvågvatn;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;13.11.1986;13.11.1986;31.12.2023;Ikke angitt;Ikke angitt;12,76;66,48;7,6;17,11;0;51,11;18,7;3,49;0;0;70,4;4,67;Skjevågelva;1271,95;170;Sagelvvassdraget/ytre del av Hamarøy kommune;0;0;1001;39;326;150;416;39;40;16471
247.3.0;Karpelva;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;12.09.1984;12.09.1984;31.12.2023;Ikke angitt;Ikke angitt;128,89;10,44;13,37;0,37;0,32;52,8;5,52;11,58;0;0;10,48;24,91;Karpelva;1266,73;247;Grense Jakobselv/Varangerfjorden øst;0;0;1001;123;289;215;405;19;18;17933
19.73.0;Kilåi bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1968;01.01.1968;31.12.2023;Ikke angitt;Ikke angitt;63,66;20,85;7,09;2,44;0;54,37;9,13;11,73;0;0;24,93;17,97;Kilåi/Fyresdalsåna/Arendalsvassdraget;2009;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;602;849;700;921;319;270;7157
16.194.0;Kilen;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;07.07.1989;07.07.1989;31.12.2023;Ikke angitt;Ikke angitt;118,08;16,1;3,09;0,89;0,46;81,02;5,15;8,45;0;0;18,86;24,02;Kileåi/Vest-vassdraget/Skiensvassdraget;1962,55;016;Skiensvassdraget/Langesundsfjorden;0;0;1001;273;781;539;1073;118;119;6268
62.15.0;Kinne;Vannføring;1;Elv - naturlig profil;Privat, ikke pålagt;I drift;05.05.1983;05.05.1983;31.12.2023;Ikke angitt;Ikke angitt;511,38;21,48;3,1;0,05;1,04;27,43;3,52;61,6;0,07;0,42;23,66;51,35;Raundalselvi/Vossovassdraget;3042,53;062;Vossovassdraget/Bolstadfjorden;0;0;1001;579;1386;1074;1603;84;80;10279
123.31.0;Kjeldstad i Garbergelva;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1913;23.11.1912;31.12.2023;Ikke angitt;Ikke angitt;142,98;15,18;14,96;0,12;0,43;43,23;2,61;34,77;0;0;20,62;33,3;Garbergselva/Nidelvvassdraget;-999;123;Nidelvvassdraget/Strindfjorden;0;0;1001;403;876;591;1162;193;172;14092
163.7.0;Kjemåvatn;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.09.1969;01.09.1969;31.12.2023;Ikke angitt;Ikke angitt;36,39;32,84;1,58;7,23;0;4,78;8,19;82,54;0;0,06;27,31;12,3;Kjemåga/Saltdalsvassdraget;1661,27;163;Saltelva/Skjerstadfjorden og Saltdalsfjorden sør;0;0;1001;640;1276;944;1503;626;625;16121
2.142.0;Knappom;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;28.11.1916;28.11.1916;31.12.2023;Ikke angitt;Ikke angitt;1643,02;3,77;15,92;0,09;2,19;72,78;2,23;0;0,02;0;4,89;116,83;Flisa/Glommavassdraget;1135,92;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;287;588;438;807;158;166;532
303.2.0;Kobvatn;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;07.09.1977;07.09.1977;31.12.2023;Ikke angitt;Ikke angitt;82,7;2,47;0;16,64;0;0;23,91;62,81;0;13,39;7,99;16,76;Siddisjaurevassdraget/Vietasätno/Luleälven;1628,37;303;Luleelven;0;0;1001;720;1229;839;1729;690;690;17938
2.279.0;Kråkfoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;23.03.1966;23.03.1966;31.12.2023;Ikke angitt;Ikke angitt;435,21;8,68;4,34;0,37;10,83;75,51;4,35;0,02;3,01;0;9,03;65,42;Leira/Nitelva/Glommavassdraget;1534,28;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;196;655;466;811;121;124;871
2.280.0;Kringlerdal;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;04.04.1966;04.04.1966;31.12.2023;Ikke angitt;Ikke angitt;265,58;10,69;5,69;0,96;2,8;85;5,83;0,04;0,3;0;11,38;47,89;Leira/Nitelva/Glommavassdraget;1468,17;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;324;687;552;811;170;180;882
75.23.0;Krokenelv;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;20.04.1965;20.04.1965;31.12.2023;Ikke angitt;Ikke angitt;45,92;79,59;0,32;0,05;0,04;18,34;1,08;77,47;0;0;83,45;14,69;Krokadalselvi;1148,07;075;Fortunvassdraget/Lusterfjorden øst og nord;0;0;1001;725;1321;1179;1464;13;15;11445
2.616.0;Kuggerud;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;14.03.1977;14.03.1977;31.12.2023;Ikke angitt;Ikke angitt;48,3;8,29;11,44;1,14;0,13;85,13;3,18;0;0;0;12,69;20,26;Kugga/Oppstadåa/Glommavassdraget;1238,45;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;315;462;388;506;165;170;1568
213.4.0;Kvalsund;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1978;01.09.1978;31.12.2023;Ikke angitt;Ikke angitt;124,8;18,84;1,58;1,02;0,01;2;6,82;83,16;0;0;18,4;20,38;Kvalsundelva;1661,13;213;Repparfjordvassdraget/Vargsundet og Sammelsund;0;0;1001;185;574;401;708;12;30;17598
2.439.0;Kvarstadseter;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;13.07.1979;13.07.1979;31.12.2023;Ikke angitt;Ikke angitt;375,06;8,84;29,46;0,05;0,29;40,76;2,72;16,7;0;0;11,83;39,22;Åsta/Glommavassdraget;1339,02;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;768;1043;922;1191;668;665;1292
16.140.0;Kvenna;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1987;01.01.1987;31.12.2023;Ikke angitt;Ikke angitt;821,46;3,51;5,32;1,11;0;1,33;10,59;82,58;0;0,04;6,24;61,22;Skiensvassdraget;2495,58;016;Skiensvassdraget/Langesundsfjorden;0;0;1001;1193;1444;1342;1621;938;935;6171
168.3.0;Lakså bru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.07.1953;01.07.1953;31.12.2023;Ikke angitt;Ikke angitt;26,67;10,72;5,4;7,38;0;49,92;10,2;23,1;0;0;24,6;8,58;Lakså;1960,9;168;Nordfolda;0;0;1001;44;612;248;934;19;19;16454
307.7.0;Landbru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;12.08.1943;12.08.1943;31.12.2023;Ikke angitt;Ikke angitt;61,37;18,83;4,25;6,17;0;34,55;10,53;38,87;0;0;26,53;14,59;Linvasselva/Faxälven;1421,25;307;Ångermanelven;0;0;1001;555;916;737;1120;474;470;17959
12.188.0;Langtjernbekk;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;04.10.1973;04.10.1973;31.12.2023;Ikke angitt;Ikke angitt;4,67;27,14;6,57;5,11;0;86,79;6,78;0;0;0;24,31;3,54;Trommaldelva/Hallingdalsvassdraget/Drammensvassdraget;1791,62;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;531;668;597;755;516;516;4363
178.1.0;Langvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;10.08.1953;10.08.1953;31.12.2023;Ikke angitt;Ikke angitt;18,41;74,38;4,36;6,13;0,51;32,71;8,41;49,65;0;0;64,59;6,94;Langvasselva;1745,02;178;Vestre Hinnøya;0;0;1001;46;726;395;1104;28;27;16777
36.32.0;Lauvastøl;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;01.04.1985;01.04.1985;31.12.2023;Ikke angitt;Ikke angitt;20,72;96,65;1,29;0,4;0;13,55;3,1;80,52;0;0;84,69;8,19;Kvilldalsåna/Suldalsvassdraget;2606,41;036;Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden;0;0;1001;742;1303;1086;1421;608;610;9169
151.11.0;Lavvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.08.1964;01.08.1964;31.12.2023;Ikke angitt;Ikke angitt;73,72;21,2;1,87;1,41;0;11,23;5,18;77,99;0;0;37,71;15,22;Hundåla;2364,91;151;Vefsna/Vefsnfjorden sør;0;0;1001;346;782;551;999;226;226;15067
213.2.0;Leirbotnvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;24.10.1961;24.10.1961;31.12.2023;Ikke angitt;Ikke angitt;135,47;18,36;2,64;1,17;0;14,1;5,9;75,61;0;0;19,43;24,91;Leirbotnelva (lakselva);1829,46;213;Repparfjordvassdraget/Vargsundet og Sammelsund;0;0;1001;359;596;503;707;159;161;17590
50.38.0;Leiro;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;09.12.1997;12.07.1988;31.12.2023;Ikke angitt;Ikke angitt;115,34;32,88;0,67;1,68;0;0;8,91;73,48;0;16,9;40,23;14,52;Leiro/Eidfjordvassdraget;3393,77;050;Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden;0;0;1001;1110;1701;1372;1849;958;960;9887
172.7.0;Leirpoldvatn;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;30.05.1970;30.05.1970;31.12.2023;Ikke angitt;Ikke angitt;18,72;36,74;4,84;4,45;0;38,13;4,68;26,62;0;0;38,76;4,46;Leirpollelva;913,14;172;Forsåvassdraget/Efjorden;0;0;1001;44;610;232;964;23;26;16553
2.634.0;Lena;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;12.03.1991;11.03.1991;31.12.2023;Ikke angitt;Ikke angitt;183,64;16,67;4,53;0,03;34,77;55,03;1,38;0;0,71;0;15,85;29,59;Lenaelva/Vorma-Lågen/Glommavassdraget;1175,94;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;323;626;440;753;221;227;1611
155.27.0;Lendingosen (Varnvatnet);Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.03.1993;01.03.1993;31.12.2023;Ikke angitt;Ikke angitt;159,03;8,52;4,87;4,45;0,29;44,86;9,65;27,64;0;0,11;10,23;29,43;Røssåga;2133,38;155;Røssåga/elsfjord og Sørfjorden;0;0;1001;501;922;673;1373;412;413;15273
308.1.0;Lenglingen;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;31.03.1925;31.03.1925;31.12.2023;Ikke angitt;Ikke angitt;449,98;8,95;21,54;4,11;0,52;39,79;8,3;24,83;0;0;9,42;43,22;Holdelva/Hårkan;2102,83;308;Indalselven;0;0;1001;440;847;661;1388;353;354;17981
2.346.0;Lesjaverk (Lesjaskogvatnet);Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;07.10.1972;07.10.1972;31.12.2023;Ikke angitt;Ikke angitt;90,47;-0,21;1,07;2,44;1,79;25,05;3,35;67,43;0;0,33;-0,31;6,44;Vorma-Lågen/Glommavassdraget;1443,63;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;639;1486;1246;1741;609;611;1058
2.275.0;Liavatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.01.1965;01.01.1965;31.12.2023;Ikke angitt;Ikke angitt;213,12;18,78;0,44;1,59;0,08;12,26;5,28;70,04;0;11,04;19,7;28,12;Ostri/Otta/Vorma-Lågen/Glommavassdraget;1104,13;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;935;1747;1479;2085;734;733;852
2.479.0;Li bru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;28.04.1988;28.04.1988;31.12.2023;Ikke angitt;Ikke angitt;156,86;19,22;1,43;0,01;0,28;10,87;1,27;80,66;0;0;23,42;29,76;Atna/Glommavassdraget;1270,11;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;1016;1777;1336;2170;749;748;1419
122.14.0;Lillebudal bru;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;10.09.1963;10.09.1963;31.12.2023;Ikke angitt;Ikke angitt;168,11;20,48;11,98;0,02;0,74;22,27;1,48;62,21;0;0;20,33;29,76;Bua/Gaula;3524,14;122;Gaula/kyst Viggjaneset-Flakk;0;0;1001;689;1105;965;1309;511;515;13936
19.107.0;Lilleelv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;22.10.1983;22.10.1983;31.12.2023;Ikke angitt;Ikke angitt;40,52;4,34;1,38;1,96;4,17;85,39;4,98;0;0,8;0;5,23;17,22;Lilleelva/Arendalsvassdraget;1148,3;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;64;151;111;206;12;18;7236
196.11.0;Lille Rostavatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.02.1959;01.02.1959;31.12.2023;Ikke angitt;Ikke angitt;638,38;15;5,2;3,71;0,23;13,42;7,8;67,52;0;0,29;11,51;50,13;Målselvvassdraget;1266,18;196;Målselvvassdraget/Malangen;0;0;1001;376;1141;829;1586;101;102;16929
21.47.0;Lislefjødd;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;08.12.1972;08.12.1972;31.12.2023;Ikke angitt;Ikke angitt;19,01;33,16;12,53;0,05;0;5,06;2,43;79,92;0;0;46,27;10,94;Lislefjøddåi/Otra;3170,91;021;Otra/Kristiansand og Flekkerøy;0;0;1001;1050;1360;1141;1430;885;890;7786
223.2.0;Lombola;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.10.1960;01.10.1960;31.12.2023;Ikke angitt;Ikke angitt;877,14;4,46;4,78;0,12;0;11,98;4,54;75,29;0;0;6,59;81,63;Stabburselva;1387,27;223;Stabburselva/indre Porsangen vest;0;0;1001;349;653;458;1136;53;58;17650
2.132.0;Lomnessjø;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1929;01.01.1929;31.12.2023;Ikke angitt;Ikke angitt;1164,41;4,9;7,31;0,34;2,41;56,02;1,53;29,84;0,04;0;5,86;74,26;Rena/Glommavassdraget;1025,31;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;558;1098;878;1651;252;256;501
88.4.0;Lovatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;20.03.1900;20.03.1900;31.12.2023;Ikke angitt;Ikke angitt;234,88;5,96;0,01;4,5;0,18;17,18;5,23;42,34;0;33,22;70,04;19,25;Loenvassdraget;967,44;088;Strynvassdraget/indre Nordfjord;0;0;1001;262;1787;1450;2073;50;52;12527
196.12.0;Lundberg;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1961;01.09.1961;31.12.2023;Ikke angitt;Ikke angitt;246,53;13,3;0,38;0,01;0,59;18,39;0,95;75,88;0;1,91;12,04;27,07;Sørdalselva/Barduelva/Målselvvassdraget;2245,01;196;Målselvvassdraget/Malangen;0;0;1001;403;1410;938;1564;92;89;16934
221.1.0;Magerøy;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;15.08.1992;15.08.1992;31.12.2023;Ikke angitt;Ikke angitt;2,73;28,92;0;8,31;0;0;10,83;89,14;0;0;37,72;3,18;Magerøya;1478,21;221;Magerøya;0;0;1001;133;271;213;294;108;109;17637
313.10.0;Magnor;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;21.11.1979;21.11.1979;31.12.2023;Ikke angitt;Ikke angitt;357,86;2,94;5,27;0,34;7,53;81,25;4,22;0;0,34;0;6,94;38,49;Vrangselva/Byälven-mangenvassdraget;1268,66;313;Vanern-gøta elv's sidenedbørfelt byelven;0;0;1001;175;373;269;456;124;121;18106
70.8.0;Målset;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;12.12.1968;12.12.1968;31.12.2023;Ikke angitt;Ikke angitt;7,71;65,13;1,18;2,76;0;0,35;9,76;88,79;0;0;52,56;6,74;Pyttane/Dalselvi;3329,39;070;Viksvassdraget/Varmråk-Vangsnes;0;0;1001;979;1272;1094;1362;870;870;10508
206.3.0;Manndalen bru;Vannføring;2;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1971;01.09.1971;31.12.2023;Ikke angitt;Ikke angitt;200,4;30,77;0,22;0,04;2,41;15,44;2,63;77,05;0;0;30,46;33,98;Manndalselva;1590,06;206;Kåfjordvassdraget/Lyngen øst, Uløya, Kågen og Skjervøya;0;0;1001;268;1168;1008;1318;17;16;17207
212.10.0;Masi;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1966;01.09.1966;31.12.2023;Ikke angitt;Ikke angitt;5620,81;1,37;16,91;0,26;0,05;36,03;7,51;30,6;0,01;0;1,7;155,56;Altavassdraget;1108,46;212;Altavassdraget/Altafjorden;0;0;1001;389;646;485;1086;271;272;17375
194.4.0;Mevatn;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;03.08.1925;03.08.1925;31.12.2023;Ikke angitt;Ikke angitt;180,43;4,91;13,9;2,33;1,12;39,88;6,92;34,83;0;0,04;9,78;32,3;Lakselva fra Trollbuvatnet;1375,44;194;Lakselva og Lyselvvassdraget/Senja øst;0;0;1001;47;616;281;884;8;17;16896
148.2.0;Mevatnet;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;29.05.1973;29.05.1973;31.12.2023;Ikke angitt;Ikke angitt;108,47;1,76;3,2;4,03;2,17;56,55;9,84;16,97;0;0;3,06;21,26;Sausvatn-vassdraget;1375;148;Lomsdalsvassdraget/Velfjorden og Vevelstadsundet;0;0;1001;63;454;190;781;14;15;15018
36.9.0;Middal;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;22.11.1968;22.11.1968;31.12.2023;Ikke angitt;Ikke angitt;45,87;71,14;0,1;0,16;0;1,57;4,02;91,68;0;2,17;72,65;9,28;Middalselva/Suldalsvassdraget;3024,58;036;Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden;0;0;1001;1130;1598;1437;1680;840;840;9094
104.22.0;Midtre Mardalsvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.01.1976;01.01.1976;31.12.2023;Ikke angitt;Ikke angitt;13,68;52,25;0;3,95;0;0;11,07;82,46;0;6,51;49,21;6,58;Mardøla/Eira;1178,39;104;Eira/langfjorden;0;0;1001;920;1372;1184;1582;881;897;13223
2.267.0;Mistra bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;09.11.1961;09.11.1961;31.12.2023;Ikke angitt;Ikke angitt;549,58;8,27;13,11;0,05;0,04;51,81;1,21;27,79;0;0;11,29;67,85;Mistra/Rena/Glommavassdraget;1035,69;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;684;1030;826;1752;317;319;823
139.20.0;Moen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.06.1974;01.06.1974;31.12.2023;Ikke angitt;Ikke angitt;64,06;28,9;7,43;0,02;0;32,48;1,74;56,3;0;0;37,38;17,58;Store bjørnhusdalelva/Namsen;4543,41;139;Namsen/Namsfjorden øst;0;0;1001;276;882;580;1099;201;200;14854
